Epoch,Train Loss,Train Accuracy,Eval Loss,Eval Accuracy,Top-1 Accuracy,Top-5 Accuracy,Epoch Time (seconds)
1,4.535199293395138,1.4542039645754772,4.446119815488405,2.264636075949367,2.264636075949367,10.205696202531646,141.88447199099937
2,4.420089607043645,2.3649296675668197,4.318562531773048,4.094145569620253,4.094145569620253,14.972310126582277,143.08247172600022
3,4.159696960083359,4.39498081917653,3.986364207690275,6.7147943037974684,6.7147943037974684,24.67365506329114,142.2484342330008
4,3.9088599626975293,7.453244884529382,3.7629676891278616,10.492484177215191,10.492484177215191,33.732199367088604,144.23575798299862
5,3.6577480589337363,11.553308825053827,3.4657967845095863,15.090981012658228,15.090981012658228,40.892009493670884,141.63342408300014
6,3.419687919299621,15.290121482613753,3.2118342164196547,19.590585443037973,19.590585443037973,49.129746835443036,143.21088246200088
7,3.2207362054254087,18.99656330228157,3.093884612940535,22.062895569620252,22.062895569620252,51.96795886075949,140.2027002119994
8,3.0216887265520023,23.04427749513055,2.9130245703685134,25.44501582278481,25.44501582278481,56.74446202531646,141.9107271949997
9,2.840718074832731,26.529731454751683,2.6588545268094994,29.845727848101266,29.845727848101266,64.3690664556962,144.11123337199933
10,2.6819424927996858,30.06873401382085,2.6119492657576937,31.309335443037973,31.309335443037973,64.59651898734177,142.9001452270004
11,2.5225374540099708,33.40912723480283,2.5647618076469323,33.870648734177216,33.870648734177216,66.28757911392405,142.28972688999966
12,2.399515340700174,36.183264066496164,2.2911994593052922,38.419699367088604,38.419699367088604,71.67721518987342,144.18875208899954
13,2.270460585194171,38.981377880286686,2.2080632252029226,40.94145569620253,40.94145569620253,72.91337025316456,141.0695764709999
14,2.170910308733011,41.50695332785702,2.2374401997916307,40.02175632911392,40.02175632911392,72.64636075949366,143.50506041100016
15,2.080502323787231,43.66288363476238,2.0317131990118873,45.579509493670884,45.579509493670884,76.41416139240506,142.447920083001
16,1.9818406409924598,45.972266617943255,2.031098672106296,45.83662974683544,45.83662974683544,76.90862341772153,144.30885053800012
17,1.9053897165581393,47.877237848613575,1.9559093442144273,47.666139240506325,47.666139240506325,78.22389240506328,144.38942904299984
18,1.8255899208585928,49.84854539794385,1.8953926020030734,48.82318037974683,48.82318037974683,78.57990506329115,146.11106496200046
19,1.7520414667056345,51.74512468335573,1.9056651154650917,49.624208860759495,49.624208860759495,79.0743670886076,142.33199848200093
20,1.6902424493409178,53.13738810131922,1.8266713483424126,50.95925632911392,50.95925632911392,80.35007911392405,145.60664157700012
21,1.6315124556231682,54.655131080266464,1.8044418624684782,51.11748417721519,51.11748417721519,80.0929588607595,146.0801754439999
22,1.5789061992064766,55.91991688589306,1.8116543458986887,51.51305379746836,51.51305379746836,80.35996835443038,144.5133623519996
23,1.531722029151819,57.09039321945756,1.8042755458928361,51.8690664556962,51.8690664556962,79.88528481012658,144.8665413889994
24,1.4708776455706039,58.379156007181344,1.7738116677803328,52.84810126582279,52.84810126582279,80.8445411392405,142.68674148600076
25,1.4186515795910144,59.744645140664964,1.8110369247726248,52.61075949367089,52.61075949367089,81.17088607594937,140.32000080999933
26,1.3806821383783578,60.95588234684352,1.754728523990776,54.27215189873418,54.27215189873418,81.44778481012658,144.01549301600062
27,1.3224304083668057,62.570732100235524,1.7459920327874678,54.49960443037975,54.49960443037975,81.49723101265823,145.35086890499952
28,1.2908530224619619,63.283647692112055,1.684214690063573,55.89398734177215,55.89398734177215,82.15981012658227,145.59504976800054
29,1.249436085486351,64.3602141943734,1.6961093371427511,55.67642405063291,55.67642405063291,82.77294303797468,145.59060699899965
30,1.2062441177685241,65.26974104249568,1.769563683980628,54.36115506329114,54.36115506329114,82.46637658227847,144.54687469000055
31,1.1639968766580762,66.4250319723583,1.6585328065896336,56.47745253164557,56.47745253164557,83.12895569620254,144.39367318100085
32,1.1509949269197177,66.72634270489978,1.7144612088988098,55.84454113924051,55.84454113924051,82.48615506329115,142.86800431200027
33,1.1017124759571633,67.81449808793909,1.7098459865473494,56.20055379746836,56.20055379746836,82.6443829113924,144.68545283500134
34,1.07706321261423,68.88626917548801,1.6950850924359093,56.942246835443036,56.942246835443036,83.24762658227847,144.69532067399996
35,1.045895451322541,69.57081202655802,1.6891829726062244,57.04113924050633,57.04113924050633,82.6443829113924,143.26984367800105
36,1.030457423166241,70.21219629765777,1.7560859511170206,55.59731012658228,55.59731012658228,81.71479430379746,143.42686854699969
37,0.9819329487698157,71.167679028133,1.7259543379650841,56.80379746835443,56.80379746835443,83.14873417721519,144.1501743910012
38,0.9511776371380253,71.94733055656218,1.7284587199174906,56.99169303797469,56.99169303797469,83.03006329113924,145.39962141899923
39,0.9292330626026749,72.84047313968239,1.7679134712943547,56.75435126582279,56.75435126582279,82.45648734177216,143.51266617799956
40,0.8998898112255594,73.47066815551895,1.760345324685302,58.00039556962025,58.00039556962025,83.2871835443038,144.54456892099915
